title,alcohol_reference,cartoon_violence,fantasy_violence,intense_violence,mild_fantasy_violence,mild_cartoon_violence,mild_violence,drug_reference,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating
"WRC 7 FIA World Rally Championship",0,0,0,0,0,0,0,0,0,0,0,E
"WRC 8 FIA World Rally Championship",0,0,0,0,0,0,0,0,0,0,0,E
"WRC 9 FIA World Rally Championship",0,0,0,0,0,0,0,0,0,0,0,E
Wreckfest,0,0,0,0,0,0,0,0,0,0,0,T
Wulverblade,0,0,0,0,0,0,0,0,0,0,0,M
Wuppo,0,0,0,0,1,0,0,0,0,0,0,E
"WWE 2K Battlegrounds",0,1,0,0,0,0,1,0,0,0,0,T
"WWE 2K18",1,0,0,0,0,0,0,0,0,0,0,T
"WWE 2K18 Cena (Nuff) Edition",1,0,0,0,0,0,0,0,0,0,0,T
"WWE 2K19",1,0,0,0,0,0,0,0,0,0,0,T
"WWE 2K20",1,0,0,0,0,0,0,0,0,0,0,T
"X-Morph: Defense",0,0,0,0,0,0,0,0,0,0,0,T
"Xenon Racer",0,0,0,0,0,0,0,0,0,0,0,E
"Xenon Valkyrie+",0,0,0,0,1,0,0,0,0,0,0,E
XIII,0,0,0,0,0,0,0,0,0,0,0,M
Yaga,0,0,0,0,0,0,1,0,0,0,1,T
"Yakuza 3",0,0,0,0,0,0,0,0,0,0,0,M
"Yakuza 4",0,0,0,0,0,0,0,0,0,0,0,M
"Yakuza 5",0,0,0,0,0,0,0,0,0,0,0,M
"Yakuza 6: The Song of Life",0,0,0,0,0,0,0,0,0,0,0,M
"Yakuza: Kiwami 2",0,0,0,0,0,0,0,0,0,0,0,M
"Yakuza: Like a Dragon",0,0,0,0,0,0,0,0,0,0,0,M
"YIIK: A Postmodern RPG",0,0,0,0,0,0,0,0,0,0,0,M
"Yokus Island Express",0,0,0,0,0,0,0,1,0,0,0,ET
"Yomawari: Midnight Shadows",0,0,0,0,0,0,0,0,0,0,0,M
"Yooka-Laylee and the Impossible Lair",0,0,0,0,0,1,0,0,0,0,0,E
"Your Toy",0,0,0,0,0,0,0,0,0,0,0,T
"Youtubers Life",0,0,0,0,0,0,0,0,0,0,0,ET
"Ys IX: Monstrum Nox",0,0,1,0,0,0,0,0,0,0,0,T
"Ys VIII: Lacrimosa of Dana",0,0,0,1,0,0,0,0,0,0,0,T
"Ys: Memories of Celceta",0,0,1,0,0,0,1,0,0,0,0,T
"Ys: Memories of Celceta "Timeless Adventurer Edition"",0,0,1,0,0,0,1,0,0,0,0,T
"Yu-Gi-Oh! Legacy of the Duelist: Link Evolution",0,0,1,0,0,0,0,0,0,0,0,T
"YU-NO: A girl who chants love at the bound of this world.",0,0,0,0,0,0,0,0,0,0,0,M
"Zanki Zero: Last Beginning",0,0,0,0,0,0,0,0,0,0,0,M
Zengeon,0,0,1,0,0,0,1,0,0,0,0,T
"Zero Escape: Zero Time Dilemma",0,0,0,1,0,0,0,0,0,0,0,M
"Zeus Quest Remastered",0,0,0,0,0,0,0,0,0,0,1,T
"Zombie Army 4: Dead War",0,0,0,1,0,0,0,0,0,0,0,M
"Zombieland Double Tap: Road Trip",0,0,0,0,0,0,0,0,0,0,0,M
"ZONE OF THE ENDERS: THE 2nd RUNNER - M?RS ",0,0,0,0,0,0,1,0,0,0,0,T
